Inchkey,SMILES,LogD7.4,%C,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
YADLGPNBFFIGRF-UHFFFAOYSA-N,O=C(NCCc1c(CC)nn2c1C1=C(OCC1)C=C2)CC,1.71,99.749565,47.066654,1,0,0,1,3,0,5,0,42,1,4,21,15,63.48378,1.5115185,0,0,16,0,0,21,0,3,2,0,0,1.6410441,-2.5255132,-0.5085786,0.42790031,2.5500815,-2.6668198,-0.43402371,0.42492893,2.60884,-2.260206,-0.31377852,0.59524632,2.8274958,28.471348,5,0.2173913,5,44,3,23,4,6,0.26086956,36,0,14.819627,12.608265,10.397341,11.120955,10.240713,7.6563249,5.4504356,6.2887883,0,0,0.71833628,10,0,-0.84110814,-0.41241953,-0.025090082,2.6578832,-1.1617392,-0.31150368,0.010267927,2.7068777,-0.51582456,-0.19756725,0.149222,2.9280853,4.96628,8.3023329,6.219655,2.0472314,2.0498326,-3.38855,0,5.782207,8.2137241,0.006266959,14,9.2002125,1.0387689,0.0037478963,15.879017,7.0507813,3.2,12.178779,5.3304482,2.3925443,3.0913498,5,1,1,0,1.0039999,-1.8272901,8.1504145,0,1,14,1,3,5,0,0,0,1.5302439,-1.5302439,0.14423186,0.23240733,120.00412,53.870461,0,8.6190128,12.949531,0,0,29.65753,37.495354,0,9.4210396,0,13.566921,2.6406472,0.898839,0.32190689,0.056232419,0.10116103,0.67809308,0.044928607,259.0675,92.781494,16.207567,29.157099,195.44313,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,288.22461,0,0,0,288.22461,0,5,0,3,0,0,0.47619048,2.1298399,18.01075,23.698362,34.862103,39.365837,8.69907,42.98024,0,20.82876,54.951168,66.652031,8.1428699,34.862103,18.439579,18.01075,13.942498,3.185575,93.116806,61.838978,66.652031,56.150002,0.48250595,5.523562,3.1577129,8.4934998,288.22461,400.03964,25.491716,0,0,5.6825762,226.79156,12.949531,31.174294,287.36301,927,32,110
PIRXZWFDHICBJD-UHFFFAOYSA-O,O=C(N1CC(Oc2ncc(C[NH+](C)C)cc2)C1)c1oc(-c2ccc(OC)cc2)nn1,1.8,97.35244,61.671032,0,0,2,3,5,0,17,1,54,0,5,30,17,88.876518,1.6458615,0,0,21,0,0,24,0,5,4,0,0,1.1223903,-2.7159047,-0.56761265,0.57738751,2.7100992,-3.4275992,-0.51970345,0.56409359,2.5406415,-2.4661908,-0.40250793,0.72623622,2.9469614,38.882969,8,0.24242425,17,57,1,33,4,8,0.24242425,39,0,21.087212,17.16197,13.240123,14.68987,14.512372,9.6939821,4.6907759,6.2491498,0,0,0.756998,20,1,-0.88344169,-0.38765761,0.036194235,2.5560315,-2.2512498,-0.35024789,0.11693513,2.5443223,-0.63103247,-0.20232841,0.15039267,2.7851543,9.6864538,22.739803,16.930948,0.99089843,-0.087984957,-3.2714651,0,10.271914,11.348307,0.98841715,8.9290628,11.263857,1.066149,0.0070141009,23.168043,10.744802,6.0810113,17.398567,7.9837251,4.4844427,4.6301789,9,1,1,0,1.844,-4.1679902,11.162328,0,1,21,1,4,7,1,0,0,3.6667337,-2.6667337,0.094971702,0.15454802,46.160652,179.42442,18.097254,12.949531,12.949531,0,34.518074,73.529427,0,18.842079,0,5.6825762,13.566921,7.5112681,0.8246153,0.28148237,0.063229583,0.1753847,0.71851766,0.11215512,349.00336,119.13227,26.760765,74.228371,304.09946,47.467606,0.5,1,0,0,0,0,1,0,0,0,1,0,423.23175,0,0,0,423.23175,0,10,0,4,0,0,0.80000001,0.95450002,25.12409,58.49464,6.4686494,36.879158,32.067783,110.68559,0,131.27904,0,28.497606,10.75622,36.493877,75.235634,0,24.732246,8.2055683,141.51305,42.137939,101.17825,95.019997,0.37824166,6.044394,4.0370069,9.4575958,423.23175,542.21277,40.595333,0,0,0,300.84045,56.805637,40.595333,410.45398,3125,42,158
ICMMROMWLJCAMI-UHFFFAOYSA-N,O(C)c1nccc(C2=NC(=O)N(CCC3OCCC3)c3c4c(oc23)ncc(-c2cn(C)nc2)c4)c1,2.8,99.954239,69.811035,0,0,3,4,6,0,20,0,59,0,6,35,20,97.430656,1.6513671,0,0,25,0,0,24,0,6,4,0,0,1.2196866,-2.6010134,-0.5766983,0.63086057,2.7104118,-2.6449447,-0.53647101,0.73483109,2.7337689,-2.3587804,-0.3843596,0.83611721,2.9503839,40.862968,6,0.15000001,21,64,2,40,4,6,0.15000001,41,0,23.940582,19.470612,15.154336,16.836134,17.101688,11.546231,6.4592309,8.0824833,1,1,0.77231538,14,0,-0.85336649,-0.44635326,0.017167524,2.7993066,-0.98889101,-0.34323728,0.14367969,2.8739142,-0.52809078,-0.2019814,0.1970966,3.0803626,12.59127,10.641052,10.641052,3.432493,3.4329576,-6.3635821,0,13.015384,13.101911,0.0011487033,14,9.9392929,1.0101817,0.00068520999,25.2875,11.00654,5.1778703,18.493111,7.9698262,3.7224236,4.2110534,10,0,1,0,2.5050001,-5.7146902,12.840131,0,1,31,0,6,7,3,0,0,2.9031799,-2.9031799,0.12042571,0.1491828,180.16258,79.309402,13.399102,21.408051,12.949531,0,17.440542,62.868652,0,0,15.103616,24.932074,0,7.5112681,0.85558355,0.2537795,0.074567854,0.14441648,0.74622047,0.069848619,372.2514,110.41561,32.44334,62.833416,324.66919,30.390074,0.5,1,0,0,0,0,1,0,0,0,1,0,435.08481,0,0,0,435.08481,0,7,0,6,0,0,0.42857143,4.3376002,14.124202,59.59734,17.468536,39.365837,8.6343956,61.676743,0,135.13847,56.605217,64.33075,12.9253,44.36945,79.796051,3.1243138,19.917646,16.108244,178.3922,46.952541,68.281059,107.87,0.34815767,6.321928,3.5870588,10.003037,435.08481,611.80316,42.539444,0,0,0,311.95709,63.505188,42.539444,472.505,3561,58,196
RAHYDCLHDREWBV-UHFFFAOYSA-N,Clc1c(-n2ncc3c(O[C@H](C(=O)Nc4ncccc4)CN4CC(O)C4)ncnc23)c(F)ccc1,2.3,98.805603,64.232063,0,0,2,3,7,0,21,0,53,2,9,34,19,100.35529,1.8934962,0,0,22,1,1,19,0,7,3,0,0,1.2392846,-2.7765725,-0.56359196,0.64819324,2.7351623,-2.9353735,-0.54213458,0.73024368,2.5742817,-2.5185859,-0.41867208,0.8472451,2.9806595,33.847935,7,0.18421052,22,57,1,38,3,8,0.21052632,34,0,23.656126,18.431023,12.472174,14.258784,16.491203,10.792378,5.3347874,7.0244045,1,0,0.84155476,15,0,-0.88018429,-0.42296669,0.065508202,2.6488082,-1.0316418,-0.40559131,0.1919319,2.6505311,-0.57410669,-0.21228884,0.22123976,2.9116325,14.040135,11.465014,7.2265644,3.2520597,3.2650611,-6.1211214,0,12.740312,12.468275,0.029650385,14,8.5166101,1.1538696,0.017908569,25.641273,11.588477,5.95684,19.315708,8.6496601,4.41748,4.9139504,10,2,1,0,1.12853,-5.3374801,12.316465,0,1,26,0,5,7,3,0,0,3.1493566,-3.1493566,0.081619054,0.12359838,81.915207,71.03299,43.392426,46.684879,10.324173,12.949531,0,49.019615,54.091755,0,9.4210396,28.956364,13.566921,10.408187,0.82350236,0.38322842,0.12259379,0.17649767,0.61677158,0.053903874,355.55792,165.46388,52.931473,76.205177,266.29919,23.273705,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,431.76309,0,0,0,431.76309,0,8,0,5,0,0,0.44117647,2.0655999,36.385113,95.190018,45.920532,55.318733,0,0,3.5006065,164.11838,0,61.251278,12.13575,23.862217,123.26571,9.1210184,21.252506,27.383692,157.07335,60.577518,39.148643,118.29,0.34983629,6.2479277,3.6934946,9.9047089,431.76309,574.99646,40.03569,0,0,5.6825762,277.2048,75.574463,59.285187,483.89099,3530,53,184
JXDOUBAASAWDFE-UHFFFAOYSA-O,S(Cc1[nH+]c(NCc2cnc(F)cc2)cc(N2CCOCC2)c1)c1oc(C)c(C)n1,3,52.326843,64.190826,0,0,2,3,3,0,17,3,55,0,3,30,20,96.030075,1.7460014,0,0,21,0,1,25,0,5,2,0,1,1.2867832,-2.6643741,-0.46221983,0.45234308,2.602231,-2.7821496,-0.42630273,0.5501399,2.5486572,-2.3867795,-0.23618777,0.66527206,2.8733625,40.585175,7,0.21212122,17,58,0,33,3,7,0.21212122,41,0,20.924074,17.890238,13.129392,14.396976,14.563684,10.852779,5.3111663,6.6622686,0,0,0.77559477,15,1,-0.82501918,-0.38523334,0.024869798,2.7118404,-1.4203256,-0.25506717,0.093083225,2.7583654,-0.545102,-0.1488982,0.17435625,2.959121,6.6829958,18.256012,11.317441,2.3461206,1.81543,-4.3251333,0,9.2735558,11.715282,0.61880839,7.0567827,7.9311676,4.5071244,0.61002123,23.168043,11.227654,6.75,18.541172,8.9122057,5.3270011,5.5080914,7,2,1,0,2.8299999,-4.53023,11.729086,0,1,23,1,4,9,0,0,0,3.258462,-2.258462,0.095262043,0.19294064,115.4782,107.39108,15.158071,0,13.511857,34.735168,8.6190128,74.260063,19.760618,0,12.045527,11.502043,0,5.0075121,0.82423711,0.29361635,0.039546769,0.17576291,0.70638365,0.13621615,344.09357,122.57577,16.509556,73.375595,294.89337,56.866039,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,417.46915,0,0,0,417.46915,0,8,0,4,0,0,0.53333336,3.91344,19.909843,51.58181,19.692078,78.731674,14.147891,12.892499,0,87.787094,0,154.58949,11.35004,37.292763,48.531174,15.201657,14.147891,23.095419,123.46024,78.731674,98.871574,77.559998,0.37824166,6.044394,3.6856105,9.5291138,417.46915,555.09399,13.868908,0,11.365152,11.365152,332.6387,37.07843,25.23406,430.52798,2717,42,156
QDTAMOQNSBQTOV-UHFFFAOYSA-N,O=C(Nc1c(C2CC2)ccc(NC2=Nc3c(C#N)cnn3C(NC3COC3)=C2)c1)C,2.2,99.681702,60.266651,0,0,2,4,5,0,11,0,51,3,8,30,16,83.164879,1.6306839,0,0,21,0,0,21,0,7,2,0,0,1.2178394,-2.6836123,-0.59895158,0.62146002,2.7414753,-2.8511715,-0.56522614,0.65588903,2.9006536,-2.4363263,-0.42704976,0.77745187,3.0055301,31.771347,5,0.14705883,11,55,3,34,3,8,0.23529412,40,1,20.664562,16.475229,12.369879,13.84457,14.601688,9.9221096,6.0257277,7.4763298,0,0,0.76756644,13,0,-0.86123413,-0.45154196,0.09175875,2.6424997,-1.1236484,-0.37469426,0.13955198,2.7260494,-0.57391107,-0.23033839,0.22802851,2.9406545,9.6766634,13.065211,6.0656648,2.4981835,2.5012348,-5.0419893,0,10.905821,11.312514,0.0076119895,14,9.1151829,1.047271,0.0046382956,21.82526,9.469388,4.7155271,15.149993,6.4834666,3.1972697,3.2741489,9,3,1,0,1.108,-4.6307502,10.938303,0,1,23,0,5,7,2,0,0,2.5864401,-2.5864401,0.085887186,0.14557348,78.524773,92.448318,53.508183,28.428589,12.949531,0,0,44.120975,12.254904,0,27.163528,5.6825762,13.703812,2.7775381,0.90549791,0.28448313,0.059650563,0.094502099,0.71551687,0.034851532,336.44928,105.70333,22.163925,35.113457,265.85941,12.949531,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,371.56274,0,0,0,371.56274,0,7,0,5,0,0,0.46666667,2.5330839,18.01075,62.047783,38.844074,89.513618,6.37115,16.78553,4.4107962,90.115013,37.736813,41.167431,11.23961,34.862103,66.284462,18.01075,31.365662,46.190838,125.5239,49.43922,33.326015,116.36,0.38632196,6.0874629,3.5662963,9.5361128,371.56274,525.617,48.916782,0,0,17.047728,215.40015,66.820724,65.964508,403.44598,2530,46,166
AEGFOZHTFXHPTK-UQRQXUALSA-N,Fc1c2OCCN(Cc3c4OC(=[N+]5C[C@@H](C)OCC5)CC(=O)c4cc(C(=O)N(C)C)c3)c2cc(F)c1,2.3,99.982605,72.854202,0,0,3,4,4,0,12,1,64,0,4,36,25,108.8181,1.7002828,0,0,26,0,2,28,0,3,5,0,0,1.3618448,-2.6394584,-0.45357412,0.49177483,2.6786699,-2.7880702,-0.37945715,0.4653708,2.5901182,-2.438446,-0.24813361,0.65995175,2.8721797,46.619797,4,0.1,12,68,3,40,4,4,0.1,53,0,25.55975,20.475309,16.336498,17.706377,17.206417,11.897456,6.85566,8.4763298,1,0,0.78754371,13,1,-0.85419202,-0.40992022,-0.016941361,2.9301622,-0.98703784,-0.32739943,0.038526557,2.9367831,-0.54658389,-0.18491955,0.16682506,3.1625807,7.4897327,17.334944,17.334944,3.1378906,3.1377103,-5.4017754,0,10.101042,13.024027,0.99993074,11.159414,14,1.000733,4.1298776e-005,27.5625,11.623096,5.9606252,21.281822,8.9040985,4.5410848,5.2637625,8,0,1,1,2.632,-5.5861602,12.900671,0,1,29,0,5,7,2,0,0,3.7851586,-2.7851586,0.087836154,0.13252714,153.5148,99.165627,52.565327,17.479364,8.458519,12.949531,12.949531,55.51239,0,2.503756,0,23.817272,27.133842,5.0075121,0.80826926,0.24195513,0.11879363,0.19173075,0.7580449,0.072937131,380.74127,113.97477,55.958626,90.316208,357.0827,34.357582,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,471.05746,0,0,0,471.05746,0,7,1,5,0,0,0.25,3.1269,25.12409,20.784403,35.710575,97.171249,57.281158,65.794373,0,70.572739,18.868406,94.92942,12.75584,60.623413,55.044315,21.36635,26.51223,2.7567475,107.88072,112.93224,99.120392,71.32,0.33426812,6.321928,3.5597618,10.092906,471.05746,635.54822,32.141354,0,0,0,382.12451,36.861336,32.141354,500.522,3798,65,198
OIGNJSKKLXVSLS-UHFFFAOYSA-N,O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,1.83,100,59.640205,0,0,2,3,5,0,0,0,54,3,8,26,19,72.309685,1.3390682,0,0,21,0,0,28,0,0,5,0,0,1.6783053,-2.9211571,-0.51778781,0.56173956,2.9748425,-2.8994181,-0.48167238,0.50613433,3.0055456,-2.6753612,-0.3849467,0.67450255,3.2149055,32.525795,2,0.068965517,0,57,4,29,6,2,0.068965517,53,0,18.905413,15.44223,13.284093,13.905413,12.170505,9.6606245,8.4543428,9.2313471,7,0,0.73946744,12,0,-0.80053228,-0.40547305,0.043977506,3.3135674,-0.94576418,-0.35328117,0.00052518409,3.3533049,-0.53696847,-0.22655044,0.15359394,3.5381305,7.0664401,10.915222,6.7878923,1.8281833,1.8281833,-3.1636081,0,3.205956,9.6842375,0,14,14,1,0,19.322235,6.25,2.4860198,16.870308,5.4258013,2.1493821,3.5205748,5,3,1,0,1.778,-3.3569,9.5772095,0,1,20,1,4,2,0,0,0,2.2229376,-2.2229376,0.094812818,0.17609374,81.042336,30.497244,14.951293,16.917038,30.972517,0,0,68.016373,51.958797,0,0,0,27.133842,23.30262,0.76388961,0.49424466,0.14628081,0.23611036,0.50575536,0.089829557,263.38309,170.41164,50.436462,81.408981,174.38043,30.972517,0.5,1,0,0,0,0,1,0,0,0,1,0,344.79205,0,0,0,344.79205,0,6,1,4,0,0,0.34615386,1.5576,76.155678,11.375222,54.193081,20.926258,13.232388,3.185575,0,52.929554,94.342026,66.652031,9.5048399,47.724434,76.155678,13.232388,9.6542244,0,147.27158,32.301479,66.652031,94.830002,0.42228913,5.8579812,3.1649306,9.1329422,344.79205,487.44537,27.133842,0,0,0,224.636,16.917038,67.834602,360.44998,1425,59,154
LRVAMSBEZQHIFB-UHFFFAOYSA-O,O=C(N(CCO)C)C=1C=C(C(Oc2cc(OC)ccc2)C)C2=[NH+]C(N3CCOCC3)=CC(=O)N2C=1,2.3,54.326183,73.882584,0,0,2,3,6,0,6,2,66,1,7,35,21,105.74374,1.602178,0,0,25,0,0,31,0,4,6,0,0,1.5017544,-2.6412408,-0.51971,0.54312032,2.6382334,-3.0150824,-0.5150128,0.53157496,2.4974828,-2.408083,-0.34474343,0.70960677,2.8656116,48.153416,9,0.23684211,6,69,6,38,6,9,0.23684211,57,0,24.949018,20.191538,15.861443,17.38854,16.905416,11.533317,6.1307683,7.751585,1,1,0.75138301,14,1,-0.84590644,-0.37909666,0.023216246,2.8762481,-2.1926236,-0.37903729,0.0452982,2.8075771,-0.53989571,-0.19967766,0.13962343,3.1121168,8.8102388,20.440096,14.830314,2.4634342,2.0395539,-4.3976116,0,10.369533,13.20722,0.71742463,7.3940592,9.264822,2.1334431,0.23320489,28.01939,13.181203,6.9065661,21.357641,9.9618664,5.1875124,6.0789132,10,2,1,0,1.053,-4.1131101,12.935771,0,1,23,0,4,10,2,0,0,4.0455565,-3.0455563,0.094871417,0.12912755,89.22953,222.37373,0,11.190562,30.133749,12.949531,12.949531,67.767296,12.254904,13.566921,0,0,13.703812,15.278809,0.83044332,0.24445979,0.057803579,0.16955665,0.75554019,0.11175308,416.38293,122.57174,28.98262,85.015434,378.82663,56.03281,0.5,1,0,0,0,0,1,0,0,0,1,0,501.39838,0,0,0,501.39838,0,7,0,4,0,0,0.6857143,-0.76800001,64.170532,22.21843,65.19297,118.09751,0,76.980125,0,123.07346,0,43.81287,12.72635,75.50985,56.757942,0,25.654575,0,123.07346,130.94299,101.60707,105.75,0.33549348,6.2479277,3.6225204,10.005141,501.39838,643.53998,34.645111,0,5.6825762,5.6825762,370.9834,48.280186,53.894608,483.54498,3664,59,182
DDEYGCCDZKYVKU-UHFFFAOYSA-N,S(=O)(=O)(NCCn1c(CN=O)[n+](C)cc1)C(F)(F)F,-1.2,75.542946,33.458515,0,0,2,4,4,0,5,2,31,1,5,19,10,69.050758,2.2274439,0,0,8,0,3,12,0,4,3,0,1,2.411166,-2.5034633,-0.38702041,0.4735195,2.6464605,-2.7105551,-0.42454565,0.55407745,2.4864242,-2.2577541,-0.26977551,0.72514302,2.8600714,28.781485,6,0.31578946,5,31,1,19,6,7,0.36842105,25,0,14.681798,10.701045,5.276021,5.612884,8.6876707,6.5579863,1.1868867,1.4082483,0,0,0.99706888,10,1,-0.76654655,-0.33709022,0.051620398,2.4856927,-1.430495,-0.33081934,0.23372817,2.4213595,-0.56040257,-0.17301776,0.20038341,2.6725144,6.9141345,15.143917,11.39824,0.3659682,0.22765557,-1.7207347,1.3766257,3.0328581,6.2574663,0.88673055,7.9040818,14,1.4988906,0.070819661,17.052631,6.6352043,4.5,15.052046,5.8137617,3.9202943,4.6057372,7,1,1,0,1.65876,-0.93294001,6.1585193,0,1,5,1,1,5,0,0,0,2.5486915,-1.5486915,0.26907977,0.15139973,30.34211,66.288719,52.128212,13.192325,0,11.190562,11.021564,0,46.611168,16.965525,2.5295215,32.016521,0,0,0.80789483,0.34760016,0.11341865,0.19210519,0.65239984,0.078686543,228.05757,98.122734,32.016521,54.228649,184.16348,22.212126,0.5,1,0,0,0,0,1,0,0,0,1,0,282.28622,0,0,0,282.28622,0,5,0,1,0,0,0.42105263,0.9102,18.30409,56.195457,6.6407428,42.538448,2.3279202,19.82456,0,34.428715,0,114.65668,5.8775501,50.070782,66.603989,46.62854,2.3279202,0,71.307869,18.439579,39.53793,84.410004,0.48546076,5.2479277,3.179009,8.1824303,282.28622,302.15463,59.86731,0,0,8.0752068,182.14445,21.296171,67.942513,301.26898,772,27,94
GCVIBCLEAUEYBP-UHFFFAOYSA-O,O=C(Nc1c(C)c2ncc(C(C)N3CC[NH+](C)CC3)cc2cc1)c1ccc(OCC2CC2)cc1,2.74,83.849815,78.621758,0,0,3,4,4,0,16,1,69,1,5,34,27,97.357346,1.4109761,0,0,28,0,0,35,0,4,2,0,0,1.0542684,-2.801434,-0.52972549,0.65977073,2.7810817,-3.5064392,-0.51059979,0.5940451,2.8713014,-2.5764401,-0.43462595,0.73254538,3.0259159,46.416245,7,0.18421052,17,73,1,38,3,8,0.21052632,55,0,23.656126,20.434174,17.723249,19.380104,16.474367,12.465337,8.6888466,10.720346,1,1,0.69178331,21,1,-0.8858006,-0.36847591,0.087711252,2.8553603,-2.2598219,-0.30063355,0.16301176,2.8885863,-0.63017935,-0.22123244,0.15497671,3.105279,6.8671455,24.071739,15.614153,1.6901214,0.96231526,-4.1914258,0,9.9628963,13.62556,1.1619277,9.2034092,7.6952806,2.0449719,0.15436146,25.641273,11.588477,6.123457,20.115627,9.0202579,4.7401958,5.33671,6,2,1,0,4.2020001,-5.0039701,13.533448,0,1,26,0,5,9,2,0,0,3.3071618,-2.3071618,0.10530207,0.14928305,121.37395,156.50964,0,8.6190128,0,12.949531,8.6190128,132.84448,12.254904,0,0,0,19.249496,2.6406472,0.90851969,0.35151201,0.046078626,0.091480285,0.64848799,0.045401659,431.60199,166.98953,21.890144,43.458687,308.07117,21.568544,0.47619048,0.90909094,0,0,0,0,1,0,0,0,1,0,475.0607,0,0,0,475.0607,0,11,0,5,0,0,0.67647058,3.57112,14.124202,43.179379,0,94.68457,37.829739,32.897186,0,145.43375,41.718781,74.652206,13.58139,26.98653,30.909731,4.4107962,18.782122,25.4846,178.45346,99.943352,99.549217,58.900002,0.34983629,6.2479277,4.0812602,9.8303261,475.0607,664.39014,21.753254,0,0,5.6825762,398.14868,12.949531,27.435829,459.61398,4144,55,184
GJFMYSBMBHOQPJ-UHFFFAOYSA-N,S(=O)([O-])(=Nc1ccc(C[NH+]2CCC(CNC(=O)c3c4c(n5c3OCCC5)cccc4)CC2)cc1)CC(C)C,2.2,79.771355,86.886131,0,0,2,3,1,3,15,1,76,1,2,38,27,118.53979,1.5597342,0,0,29,0,0,38,0,4,4,0,1,1.0027335,-2.8221781,-0.5703972,0.60350507,2.8020694,-3.4609823,-0.46877575,0.66444963,2.7080777,-2.6095381,-0.41793007,0.73347318,3.0124373,56.171867,9,0.21428572,16,80,1,42,5,10,0.23809524,63,0,26.700096,23.096735,18.34457,19.924074,18.287626,15.301898,9.5399647,11.478765,0,0,0.73753673,21,0,-0.96139425,-0.39178178,0.064703949,2.9567397,-2.2514729,-0.32115179,0.14341001,2.966455,-0.63045716,-0.19642498,0.16309309,3.1917982,9.4840193,23.684605,16.145321,1.5289532,1.504136,-5.2081199,1.4979496,9.4428968,15.106458,0.407675,9.8429909,7.1600986,1.9913224,0.31472868,29.490931,13.32,7.6505313,25.085016,11.278224,6.4571028,7.4451165,8,2,1,1,5.303,-5.2904,15.031186,0,1,27,0,5,10,2,0,0,3.7255054,-3.7255054,0.093591541,0.12944588,124.9813,118.49021,21.723097,32.245918,0,12.949531,8.6190128,20.956217,129.97923,0,0,10.105608,21.642128,34.657169,0.83597738,0.40522158,0.12380904,0.16402264,0.59477842,0.040213604,448.37598,217.34036,66.404907,87.97345,319.00906,21.568544,0.47619048,0.90909094,0,0,0,0,1,0,0,0,1,0,536.34943,0,0,0,536.34943,0,11,0,5,0,0,0.31578946,4.1725001,32.134953,55.329563,6.6407428,93.478554,39.054958,0,0,162.26758,56.605217,111.10253,15.00037,75.158218,12.898981,43.237339,11.185751,7.4738488,234.62985,98.737343,73.29277,81.839996,0.32014427,6.3923173,4.2260737,10.143975,536.34943,730.42194,53.658649,40.091728,0,5.6825762,398.49271,38.508427,59.341228,538.71301,5883,60,204
